Target Type,Major Category,Minor Category,Anatomic Group,N Characters,TG263-Primary Name,TG-263-Reverse Order Name,Description,FMAID
Anatomic,Bone,,Body,13,GrowthPlate_R,R_GrowthPlate,None,None
Target,GTV,,Body,3,GTV,GTV,Gross Tumor Volume,None
Anatomic,Head,Mouth,Head and Neck,10,Hardpalate,Hardpalate,Hard palate,55023
Anatomic,Heart,,Thorax,5,Heart,Heart,Heart,7088
Anatomic,Brain,Hemisphere,Head and Neck,12,Hemisphere_L,L_Hemisphere,,61819
Anatomic,Brain,Hemisphere,Head and Neck,12,Hemisphere_R,R_Hemisphere,,67292
Anatomic,Brain,Hemisphere,Head and Neck,11,Hemispheres,Hemispheres,None,None
Anatomic,Brain,Hippocampus,Head and Neck,10,Hippocampi,Hippocampi,Hippocampus,275020
Anatomic,Brain,Hippocampus,Head and Neck,13,Hippocampus_L,L_Hippocampus,Hippocampus Left,275024
Anatomic,Brain,Hippocampus,Head and Neck,13,Hippocampus_R,R_Hippocampus,Hippocampus Right,275022
Anatomic,Bone,Humerus,Limbs,9,Humerus_L,L_Humerus,Humerus Left,23131
Anatomic,Bone,Humerus,Limbs,9,Humerus_R,R_Humerus,Humerus Right,23130
Anatomic,Brain,Hypothalamus,Head and Neck,11,Hypothalmus,Hypothalmus,Hypothalamus,62008
PRV,Brain,Hypothalamus,Head and Neck,15,Hypothalmus_PRV,PRV_Hypothalmus,None,None
PRV,Brain,Hypothalamus,Head and Neck,16,Hypothalmus_PRVx,PRVx_Hypothalmus,None,None
Non-Anatomic,Dose,,Body,3,IDL,IDL,Isodose Line e.g. IDL_5000 isodose line for 50 Gy,None
Anatomic,Gut,,Abdomen,5,Ileum,Ileum,Small bowel - Ileum,7208
Target,ITV,,Body,3,ITV,ITV,Internal Target Volume,None
Anatomic,Gut,Small Bowel,Abdomen,7,Jejunum,Jejunum,Small bowel - Jejunum,7207
Anatomic,Gut,,Abdomen,13,Jejunum_Ileum,Jejunum_Ileum,Both ileum and jejunum,None
Anatomic,Joint,,Limbs,11,Joint_Elbow,Elbow_Joint,Elbow joint,35289
Anatomic,Joint,,Limbs,13,Joint_Elbow_L,L_Elbow_Joint,Left Elbow joint,35295
Anatomic,Joint,,Limbs,13,Joint_Elbow_R,R_Elbow_Joint,Right Elbow joint,35294
Anatomic,Joint,Small Bowel,Limbs,14,Joint_Glenohum,Glenohum_Joint,Glenohumeral Joint,25912
Anatomic,Joint,Small Bowel,Limbs,16,Joint_Glenohum_L,L_Glenohum_Joint,Glenohumeral Joint Left,25929
Anatomic,Joint,Glenohumeral,Limbs,16,Joint_Glenohum_R,R_Glenohum_Joint,Glenohumeral Joint Right,25927
Anatomic,Joint,Glenohumeral,Body,13,Joint_Surface,Surface_Joint,None,None
Anatomic,Joint,Glenohumeral,Head and Neck,8,Joint_TM,TM_Joint,Temperomandibular Joint,54832
Anatomic,Joint,Temperomandibular,Head and Neck,10,Joint_TM_L,L_TM_Joint,Temperomandibular Joint Left,54834
Anatomic,Joint,Temperomandibular,Head and Neck,10,Joint_TM_R,R_TM_Joint,Temperomandibular Joint Right,54833
Anatomic,Urinary,Kidney,Abdomen,13,Kidney_Cortex,Cortex_Kidney,Renal cortex for both Kidneys,15581
Anatomic,Urinary,Kidney,Abdomen,15,Kidney_Cortex_L,L_Cortex_Kidney,Renal cortex left,15584
Anatomic,Urinary,Kidney,Abdomen,15,Kidney_Cortex_R,R_Cortex_Kidney,Renal cortex right,15583
Anatomic,Urinary,Kidney,Abdomen,14,Kidney_Hilum_L,L_Hilum_Kidney,Renal Hilum Left,15942
Anatomic,Urinary,Kidney,Abdomen,14,Kidney_Hilum_R,R_Hilum_Kidney,Renal Hilum Right,15941
Anatomic,Urinary,Kidney,Abdomen,13,Kidney_Hilums,Hilums_Kidney,Renal Hilum for both Kidneys,15610
Anatomic,Urinary,Kidney,Abdomen,8,Kidney_L,L_Kidney,Kidney Left,7205
Derived,Urinary,Kidney,Abdomen,12,Kidney_L-GTV,L_Kidney-GTV,None,None
Anatomic,Urinary,Kidney,Abdomen,15,Kidney_Pelvis_L,L_Pelvis_Kidney,Renal pelvis Left,15579
Anatomic,Urinary,Kidney,Abdomen,15,Kidney_Pelvis_R,R_Pelvis_Kidney,Renal pelvis Right,15578
Anatomic,Urinary,Kidney,Abdomen,8,Kidney_R,R_Kidney,Kidney Right,7204
Derived,Urinary,Kidney,Abdomen,12,Kidney_R-GTV,R_Kidney-GTV,None,None
Derived,Urinary,Kidney,Abdomen,10,Kidney-GTV,Kidney-GTV,None,None
Anatomic,Urinary,Kidney,Abdomen,7,Kidneys,Kidneys,Both Kidneys,264815
Anatomic,Joint,,Limbs,4,Knee,Knee,Knee,24974
Anatomic,Joint,,Limbs,6,Knee_L,L_Knee,Knee Left,24978
Anatomic,Joint,,Limbs,6,Knee_R,R_Knee,Knee Right,24977
Anatomic,Tissue,Laryngeal pharynx,Head and Neck,15,Laryngl_Pharynx,Pharynx_Laryngl,Laryngeal pharynx,54880
Anatomic,Larynx,,Head and Neck,6,Larynx,Larynx,Larynx,55097
Anatomic,Larynx,,Head and Neck,9,Larynx_SG,SG_Larynx,Supraglottic Larynx,55476
Non_Anatomic,Devices,,Body,5,Leads,Leads,None,None
Anatomic,Eye,Lens,Head and Neck,4,Lens,Lens,Eye Lens,58241
Anatomic,Eye,Lens,Head and Neck,6,Lens_L,L_Lens,Lens Left,58243
Anatomic,Eye,Lens,Head and Neck,6,Lens_R,R_Lens,Lens Right,58242
Anatomic,Ligament,Hepatogastric,Abdomen,16,Lig_Hepatogastrc,Hepatogastrc_Lig,Hepatogastric ligament,16520
Anatomic,Feature,,Head and Neck,4,Lips,Lips,Lips,59815
Anatomic,Liver,,Abdomen,5,Liver,Liver,Liver,7197
Derived,Liver,,Abdomen,9,Liver-CTV,Liver-CTV,None,None
Derived,Liver,,Abdomen,9,Liver-GTV,Liver-GTV,Liver minus GTV,None
Anatomic,Lymph Node,,Body,2,LN,LN,Lymph Node,5034
Anatomic,Lymph Node,Axillary,Thorax,12,LN_Ax_Apical,Apical_Ax_LN,Set of apical axillary lymphatic vessels,23394
Anatomic,Lymph Node,Axillary,Thorax,14,LN_Ax_Apical_L,L_Apical_Ax_LN,Axillary lymphatic chain - Apical Left,73265
Anatomic,Lymph Node,Axillary,Thorax,14,LN_Ax_Apical_R,R_Apical_Ax_LN,Axillary lymphatic chain - Apical Right,73264
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Central_L,L_Central_Ax_LN,Axillary lymphatic chain - Central Left,73263
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Central_R,R_Central_Ax_LN,Axillary lymphatic chain - Central Left,73262
Anatomic,Lymph Node,Axillary,Thorax,14,LN_Ax_Centrals,Centrals_Ax_LN,Set of central axillary lymphatic vessels,233482
Anatomic,Lymph Node,,Thorax,7,LN_Ax_L,L_Ax_LN,Axillary lymphatic chain Left,73250
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L1_L,L_L1_Ax_LN,Level 1 Axillary Lymph Node Left,276001
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L1_R,R_L1_Ax_LN,Level 1 Axillary Lymph Node Right,275999
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L2_L,L_L2_Ax_LN,Level 2 Axillary Lymph Node Left,276005
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L2_R,R_L2_Ax_LN,Level 2 Axillary Lymph Node Right,276003
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L3_L,L_L3_Ax_LN,Level 3 Axillary Lymph Node Left,276009
Anatomic,Lymph Node,Axillary,Thorax,10,LN_Ax_L3_R,R_L3_Ax_LN,Level 3 Axillary Lymph Node Right,276007
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Lateral_L,L_Lateral_Ax_LN,Axillary lymphatic chain - Lateral Left,73256
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Lateral_R,R_Lateral_Ax_LN,Axillary lymphatic chain - Lateral Right,73255
Anatomic,Lymph Node,Axillary,Thorax,14,LN_Ax_Laterals,Laterals_Ax_LN,pair of Lungs,233458
Anatomic,Lymph Node,Axillary,Thorax,16,LN_Ax_Pectoral_L,L_Pectoral_Ax_LN,Axillary lymphatic chain - Pectoral Left,73253
Anatomic,Lymph Node,Axillary,Thorax,16,LN_Ax_Pectoral_R,R_Pectoral_Ax_LN,Axillary lymphatic chain - Pectoral Right,73252
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Pectorals,Pectorals_Ax_LN,Set of pectoral axillary lymphatic vessels,233446
Anatomic,Lymph Node,Axillary,Thorax,7,LN_Ax_R,R_Ax_LN,Axillary lymphatic chain Right,73249
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Subscap_L,L_Subscap_Ax_LN,Axillary lymphatic chain - Subscapular Left,73259
Anatomic,Lymph Node,Axillary,Thorax,15,LN_Ax_Subscap_R,R_Subscap_Ax_LN,Axillary lymphatic chain - Subscapular Right,73258
Anatomic,Lymph Node,Axillary,Thorax,14,LN_Ax_Subscaps,Subscaps_Ax_LN,Set of subscapular axillary lymphatic vessels,233470
Anatomic,Lymph Node,,Thorax,16,LN_Brachioceph_L,L_Brachioceph_LN,Lymph nodes of thorax - Brachiocephalic Left,5946
Anatomic,Lymph Node,,Thorax,16,LN_Brachioceph_R,R_Brachioceph_LN,Lymph nodes of thorax - Brachiocephalic Right,5945
Anatomic,Lymph Node,,Thorax,15,LN_Brachiocephs,Brachiocephs_LN,Lymph nodes of thorax - Brachiocephalic,5944
Anatomic,Lymph Node,,Thorax,15,LN_Bronchpulm_L,L_Bronchpulm_LN,Lymph nodes of thorax - Bronchopulmonary Left,5967
Anatomic,Lymph Node,,Thorax,15,LN_Bronchpulm_R,R_Bronchpulm_LN,Lymph nodes of thorax - Bronchopulmonary Right,5966
Anatomic,Lymph Node,,Thorax,14,LN_Bronchpulms,Bronchpulms_LN,Lymph nodes of thorax - Bronchopulmonary,5965
Anatomic,Lymph Node,,Thorax,16,LN_Diaphragmatic,Diaphragmatic_LN,Lymph nodes of thorax - Diaphragmatic,12773
Anatomic,Lymph Node,,Pelvis,14,LN_Iliac_Ext_L,L_Ext_Iliac_LN,Lymph nodes of pelvis - external iliac Left,229177
Anatomic,Lymph Node,,Pelvis,14,LN_Iliac_Ext_R,R_Ext_Iliac_LN,Lymph nodes of pelvis - external iliac Right,229177
Anatomic,Lymph Node,,Pelvis,14,LN_Iliac_Int_L,L_Int_Iliac_LN,Lymph nodes of pelvis - internal iliac Left,224275
Anatomic,Lymph Node,,Pelvis,10,LN_Iliac_L,L_Iliac_LN,Lymph nodes of pelvis - common iliac Left,224269
Anatomic,Lymph Node,,Pelvis,10,LN_Iliac_R,R_Iliac_LN,Lymph nodes of pelvis - common iliac Right,224269
Anatomic,Lymph Node,Breast,Thorax,8,LN_IMN_L,L_IMN_LN,,5934
Anatomic,Lymph Node,Breast,Thorax,8,LN_IMN_R,R_IMN_LN,,5933
Anatomic,Lymph Node,Breast,Thorax,7,LN_IMNs,IMNs_LN,Lymph nodes IMN,5849
Anatomic,Lymph Node,,Pelvis,13,LN_Inguinofem,Inguinofem_LN,Lymph nodes of pelvis - inguinofemoral,236337
Anatomic,Lymph Node,,Pelvis,15,LN_Inguinofem_L,L_Inguinofem_LN,Lymph nodes of pelvis - inguinofemoral,236341
Anatomic,Lymph Node,,Pelvis,15,LN_Inguinofem_R,R_Inguinofem_LN,Lymph nodes of pelvis - inguinofemoral,236339
Anatomic,Lymph Node,,Thorax,15,LN_Intercostals,Intercostals_LN,Lymph nodes of thorax - Intercostal,5932
Anatomic,Lymph Node,Unspecified,Body,4,LN_L,L_LN,Lymph Node Left,None
Anatomic,Lymph Node,,Thorax,16,LN_Ligamentarter,Ligamentarter_LN,Lymph nodes of thorax - Ligamentum arteriosum,74033
Anatomic,Lymph Node,,Pelvis,14,LN_lliac_Int_R,R_Int_Iliac_LN,Lymph nodes of pelvis - internal iliac Right,224275
Anatomic,Lymph Node,,Thorax,15,LN_Mediastinals,Mediastinals_LN,Lymph nodes of thorax - Mediastinal,12774
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IA_L,L_IA_Neck_LN,Level IA (Submental) neck node Left,235616
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IA_R,R_IA_Neck_LN,Level IA (Submental) neck node Right,235614
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IB_L,L_IB_Neck_LN,Level IB (Submandibular) neck node Left,232676
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IB_R,R_IB_Neck_LN,Level IB (Submandibular) neck node Right,232673
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_II_L,L_II_Neck_LN,Level IIA & IIB (Upper Jugular) neck nodes Left,265660
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_II_R,R_II_Neck_LN,Level IIA & IIB (Upper Jugular) neck nodes Left,265658
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_IIA_L,L_IIA_Neck_LN,Level IIA (Upper Jugular) neck node Left,241975
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_IIA_R,R_IIA_Neck_LN,Level IIA (Upper Jugular) neck node Right,241973
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_IIB_L,L_IIB_Neck_LN,Level IIB (Upper Jugular) neck node Left,241979
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_IIB_R,R_IIB_Neck_LN,Level IIB (Upper Jugular) neck node Right,241977
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_III_L,L_III_Neck_LN,Level III (Middle Jugular) neck node Left,241953
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_III_R,R_III_Neck_LN,Level III (Middle Jugular) neck node Right,241951
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IV_L,L_IV_Neck_LN,Level IV neck (Lower Jugular) node Left,241959
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_IV_R,R_IV_Neck_LN,Level IV (Lower Jugular) neck node Right,241957
Anatomic,Lymph Node,Neck Nodes,Head and Neck,11,LN_Neck_V_L,L_V_Neck_LN,Level VA^ VB and VC (Posterior Triangle) neck nodes Left,241965
Anatomic,Lymph Node,Neck Nodes,Head and Neck,11,LN_Neck_V_R,R_V_Neck_LN,Level VA^ VB and VC (Posterior Triangle) neck nodes Right,241963
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VA_L,L_VA_Neck_LN,Level VA (Posterior Triangle) neck node Left,265629
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VA_R,R_VA_Neck_LN,Level VA (Posterior Triangle) neck node Right,265626
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VB_L,L_VB_Neck_LN,Level VB (Posterior Triangle) neck node Left,None
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VB_R,R_VB_Neck_LN,Level VB (Posterior Triangle) neck node Right,None
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VC_L,L_VC_Neck_LN,Level VC (Posterior Triangle) neck node Left,232721
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VC_R,R_VC_Neck_LN,Level VC (Posterior Triangle) neck node Right,232719
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VI_L,L_VI_Neck_LN,Level VI (Anterior Triangle) neck node Left,241971
Anatomic,Lymph Node,Neck Nodes,Head and Neck,12,LN_Neck_VI_R,R_VI_Neck_LN,Level VI (Anterior Triangle) neck node Right,241969
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_VII_L,L_VII_Neck_LN,Level VII (Upper Mediastinal) neck node Left,None
Anatomic,Lymph Node,Neck Nodes,Head and Neck,13,LN_Neck_VII_R,R_VII_Neck_LN,Level VII (Upper Mediastinal) neck node Right,None
Anatomic,Lymph Node,,Pelvis,14,LN_Obturator_L,L_Obturator_LN,Lymph nodes of pelvis - obturator Left,16676
Anatomic,Lymph Node,,Pelvis,14,LN_Obturator_R,R_Obturator_LN,Lymph nodes of pelvis - obturator Right,16676
Anatomic,Lymph Node,,Pelvis,13,LN_Paraaortic,Paraaortic_LN,Lymph nodes of abdomen- para-aortic,223899
Anatomic,Lymph Node,,Thorax,16,LN_Paramammary_L,L_Paramammary_LN,Lymph nodes of thorax - Paramammary Left,232600
Anatomic,Lymph Node,,Thorax,16,LN_Paramammary_R,R_Paramammary_LN,Lymph nodes of thorax - Paramammary Right,232598
Anatomic,Lymph Node,,Thorax,15,LN_Paramammarys,Paramammarys_LN,Lymph nodes of thorax - Paramammary,44313
Anatomic,Lymph Node,,Thorax,16,LN_Parasternal_L,L_Parasternal_LN,Lymph nodes of thorax - Parasternal Left,5934
Anatomic,Lymph Node,,Thorax,16,LN_Parasternal_R,R_Parasternal_LN,Lymph nodes of thorax - Parasternal Right,5933
Anatomic,Lymph Node,,Thorax,15,LN_Parasternals,Parasternals_LN,Lymph nodes of thorax - Parasternal,5849
Anatomic,Lymph Node,,Pelvis,11,LN_Pelvic_L,L_Pelvic_LN,Pelvic Lymph Nodes Left,None
Anatomic,Lymph Node,,Pelvis,11,LN_Pelvic_R,R_Pelvic_LN,Pelvic Lymph Nodes Right,None
Anatomic,Lymph Node,,Pelvis,10,LN_Pelvics,Pelvics_LN,Pelvic Lymph Nodes,None
Anatomic,Lymph Node,Porta hepatis,Abdomen,15,LN_Portahepatis,Portahepatis_LN,Porta hepatis,15758
Anatomic,Lymph Node,,Pelvis,14,LN_Presacral_L,L_Presacral_LN,Lymph nodes of pelvis - presacral Left,234280
Anatomic,Lymph Node,,Pelvis,14,LN_Presacral_R,R_Presacral_LN,Lymph nodes of pelvis - presacral Right,234280
Anatomic,Lymph Node,,Thorax,14,LN_Pulmonary_L,L_Pulmonary_LN,Lymph nodes of thorax - Pulmonary Left,5970
Anatomic,Lymph Node,,Thorax,14,LN_Pulmonary_R,R_Pulmonary_LN,Lymph nodes of thorax - Pulmonary Right,5969
Anatomic,Lymph Node,,Thorax,13,LN_Pulmonarys,Pulmonarys_LN,Lymph nodes of thorax - Pulmonary,5968
Anatomic,Lymph Node,Unspecified,Body,4,LN_R,R_LN,Lymph Node Right,None
Anatomic,Lymph Node,Breast,Body,10,LN_Sclav_L,L_Sclav_LN,Supraclavicular Lymph Node Left,232719
Anatomic,Lymph Node,Breast,Body,10,LN_Sclav_R,R_Sclav_LN,Supraclavicular Lymph Node Right,232721
Anatomic,Lymph Node,,Thorax,15,LN_Supmammary_L,L_Supmammary_LN,Lymph nodes of thorax - Supramammary Left,232604
Anatomic,Lymph Node,,Thorax,15,LN_Supmammary_R,R_Supmammary_LN,Lymph nodes of thorax - Supramammary Right,232602
Anatomic,Lymph Node,,Thorax,14,LN_Supmammarys,Supmammarys_LN,Lymph nodes of thorax - Supramammary,12785
Anatomic,Lymph Node,,Thorax,14,LN_Trachbrnchs,Trachbronchs_LN,Lymph nodes of thorax - Tracheobronchial,5950
Anatomic,Lymph Node,,Thorax,16,LN_Trachbrnchs_L,L_Trachbronchs_LN,Lymph nodes of thorax - Tracheobronchial Left,5952
Anatomic,Lymph Node,,Thorax,16,LN_Trachbrnchs_R,R_Trachbronchs_LN,Lymph nodes of thorax - Tracheobronchial Right,5951
Anatomic,Brain,Lobe,Head and Neck,12,Lobe_Frontal,Frontal_Lobe,Frontal Lobe,61824
Anatomic,Brain,Lobe,Head and Neck,14,Lobe_Frontal_L,L_Frontal_Lobe,Frontal Lobe Left,72970
Anatomic,Brain,Lobe,Head and Neck,14,Lobe_Frontal_R,R_Frontal_Lobe,Frontal Lobe Left,72969
Anatomic,Brain,Occipital Lobe,Head and Neck,14,Lobe_Occipital,Occipital_Lobe,Occipital Lobe,67325
Anatomic,Brain,Occipital Lobe,Head and Neck,16,Lobe_Occipital_L,L_Occipital_Lobe,Occipital Lobe Left,72976
Anatomic,Brain,Occipital Lobe,Head and Neck,16,Lobe_Occipital_R,R_Occipital_Lobe,Occipital Lobe Right,72975
Anatomic,Brain,Lobe,Head and Neck,13,Lobe_Parietal,Parietal_Lobe,Parietal Lobe,61826
Anatomic,Brain,Lobe,Head and Neck,15,Lobe_Parietal_L,L_Parietal_Lobe,Parietal Lobe Left,72974
Anatomic,Brain,Lobe,Head and Neck,15,Lobe_Parietal_R,R_Parietal_Lobe,Parietal Lobe Right,72973
Anatomic,Brain,Temporal,Head and Neck,13,Lobe_Temporal,Temporal_Lobe,Temporal Lobe,61825
Anatomic,Brain,Temporal,Head and Neck,15,Lobe_Temporal_L,L_Temporal_Lobe,Temporal Lobe Left,72972
Anatomic,Brain,Temporal,Head and Neck,15,Lobe_Temporal_R,R_Temporal_Lobe,Temporal Lobe Right,72971
Anatomic,Lung,,Thorax,6,Lung_L,L_Lung,Lung Left,7310
Anatomic,Lung,,Thorax,8,Lung_LLL,LLL_Lung,Lung - lower lobe of left,7371
Anatomic,Lung,,Thorax,8,Lung_LUL,LUL_Lung,Lung - upper lobe of left,7370
Anatomic,Lung,,Thorax,6,Lung_R,R_Lung,Lung Right,7309
Anatomic,Lung,,Thorax,8,Lung_RLL,RLL_Lung,Lung - lower lobe of right,7337
Anatomic,Lung,,Thorax,8,Lung_RML,RML_Lung,Lung - middle lobe of right,7383
Anatomic,Lung,,Thorax,8,Lung_RUL,RUL_Lung,Lung - upper lobe of right,7333
Anatomic,Lung,,Thorax,5,Lungs,Lungs,Pair of Lungs,68877
Derived,Lung,,Thorax,9,Lungs-CTV,Lungs-CTV,Total Lung minus the CTV,None
Derived,Lung,,Thorax,9,Lungs-GTV,Lungs-GTV,Total Lung minus the GTV,None
Derived,Lung,,Thorax,9,Lungs-ITV,Lungs-ITV,None,None
Derived,Lung,,Thorax,9,Lungs-PTV,Lungs-PTV,Total Lung minus the PTV,None
Anatomic,Bone,Ear,Head and Neck,7,Malleus,Malleus,Malleus,52753
Anatomic,Bone,Ear,Head and Neck,9,Malleus_L,L_Malleus,Malleus Left,74053
Anatomic,Bone,Ear,Head and Neck,9,Malleus_R,R_Malleus,Malleus Right,74052
Non_Anatomic,Devices,,Body,7,Markers,Markers,None,None
Anatomic,Bone,Maxilla,Head and Neck,7,Maxilla,Maxilla,Maxilla,9711
Anatomic,Bone,Maxilla,Head and Neck,9,Maxilla_L,L_Maxilla,Maxilla Left,53650
Anatomic,Bone,Maxilla,Head and Neck,9,Maxilla_R,R_Maxilla,Maxilla Right,53649
Anatomic,Heart,,Thorax,11,Mediastinum,Mediastinum,Mediastinum,9826
Anatomic,Muscle,,Body,4,Musc,Musc,Muscle,30316
Anatomic,Muscle,Constrictors,Head and Neck,14,Musc_Constrict,Constrict_Musc,Constrictor Muscle of Pharynx,46620
Anatomic,Muscle,Constrictors,Head and Neck,16,Musc_Constrict_I,I_Constrict_Musc,Pharynx - Inferior pharyngeal constrictor,46623
Anatomic,Muscle,Constrictors,Head and Neck,16,Musc_Constrict_M,M_Constrict_Musc,Pharynx - Middle pharyngeal constrictor,46622
Anatomic,Muscle,Constrictors,Head and Neck,16,Musc_Constrict_S,S_Constrict_Musc,Pharynx - Superior pharyngeal constrictor,46621
Anatomic,Muscle,Digastric,Abdomen,16,Musc_Digastric_L,L_Digastric_Musc,Digastric muscle Left,46293
Anatomic,Muscle,Digastric,Abdomen,16,Musc_Digastric_R,R_Digastric_Musc,Digastric muscle Right,46292
Anatomic,Muscle,Masseter,Head and Neck,13,Musc_Masseter,Masseter_Musc,Masseter Muscle,48996
Anatomic,Muscle,Masseter,Head and Neck,15,Musc_Masseter_L,L_Masseter_Musc,Masseter Muscle Left,48998
Anatomic,Muscle,Masseter,Head and Neck,15,Musc_Masseter_R,R_Masseter_Musc,Masseter Muscle Right,48997
Anatomic,Muscle,Platysma,Head and Neck,15,Musc_Platysma_L,L_Platysma_Musc,Platysma Left,45740
Anatomic,Muscle,Platysma,Head and Neck,15,Musc_Platysma_R,R_Platysma_Musc,Platysma Right,45739
Anatomic,Muscle,Pterygoid,Head and Neck,16,Musc_Pterygoid_L,L_Pterygoid_Musc,Pterygoid muscles - Left,None
Anatomic,Muscle,Pterygoid,Head and Neck,16,Musc_Pterygoid_R,R_Pterygoid_Musc,Pterygoid muscles - Right,None
Anatomic,Muscle,Sternocleidomastoid,Head and Neck,14,Musc_Sclmast_L,L_Sclmast_Musc,Sternocleidomastoid Left,13409
Anatomic,Muscle,Sternocleidomastoid,Head and Neck,14,Musc_Sclmast_R,R_Sclmast_Musc,Sternocleidomastoid Left,13408
Anatomic,Muscle,Temporal,Head and Neck,15,Musc_Temporal_L,L_Temporal_Musc,Temporal muscle - Left,49008
Anatomic,Muscle,Temporal,Head and Neck,15,Musc_Temporal_R,R_Temporal_Musc,Temporal muscle - Right,49007
Anatomic,Nose,Nasal,Head and Neck,14,Nasalconcha_LI,LI_Nasalconcha,Inferior Nasal Concha Left,54738
Anatomic,Nose,Nasal,Head and Neck,14,Nasalconcha_RI,RI_Nasalconcha,Inferior Nasal Concha Right,54737
Anatomic,Nose,Nasal,Head and Neck,11,Nasopharynx,Nasopharynx,Nasal part of pharynx,54878
Anatomic,Nose,Nasal,Head and Neck,4,Nose,Nose,Nose,46472
Anatomic,Nerve,,Body,14,Nrv_Peripheral,Peripheral_Nrv,Peripheral Nerve,None
Anatomic,Nerve,,Body,8,Nrv_Root,Root_Nrv,Nerve Root,5981
Anatomic,Nerve,Optic,Head and Neck,11,OpticChiasm,OpticChiasm,Optic chiasm,62045
PRV,Nerve,Optic,Head and Neck,15,OpticChiasm_PRV,PRV_OpticChiasm,PRV for Optic Chiasm,None
PRV,Nerve,Optic,Head and Neck,16,OpticChiasm_PRVx,PRVx_OpticChiasm,PRV expansion of  x mm on the optic chiasm,None
Anatomic,Nerve,Optic,Head and Neck,8,OpticNrv,OpticNrv,Optic nerve,50863
Anatomic,Nerve,Optic,Head and Neck,10,OpticNrv_L,L_OpticNrv,Optic nerve,50878
PRV,Nerve,Optic,Head and Neck,12,OpticNrv_PRV,PRV_OpticNrv,PRV for Optic Nerve,None
PRV,Nerve,Optic,Head and Neck,14,OpticNrv_PRV_L,L_PRV_OpticNrv,None,None
PRV,Nerve,Optic,Head and Neck,14,OpticNrv_PRV_R,R_PRV_OpticNrv,None,None
PRV,Nerve,Optic,Head and Neck,16,OpticNrv_PRVxx_L,L_PRVxx_OpticNrv,PRV expansion of xx millimeters on the right optic nerve,None
PRV,Nerve,Optic,Head and Neck,16,OpticNrv_PRVxx_R,R_PRVxx_OpticNrv,PRV created with xx mm expansion on the left optic nerve,None
Anatomic,Nerve,Optic,Head and Neck,10,OpticNrv_R,R_OpticNrv,Optic nerve,50875
Anatomic,Eye,Orbit,Head and Neck,7,Orbit_L,L_Orbit,Orbit Left,54668
Anatomic,Eye,Orbit,Head and Neck,7,Orbit_R,R_Orbit,Orbit Right,54667
Anatomic,Throat,Oropharynx,Head and Neck,10,Oropharynx,Oropharynx,Oral part of pharynx,54879
Anatomic,Reproductive,,Pelvis,7,Ovaries,Ovaries,Ovary,7409
Anatomic,Reproductive,,Pelvis,7,Ovary_L,L_Ovary,Ovary Left,7214
Anatomic,Reproductive,,Pelvis,7,Ovary_R,R_Ovary,Ovary Right,7213
Non_Anatomic,Devices,,Thorax,9,Pacemaker,Pacemaker,Pacemaker,None
Anatomic,Muscle,Soft Palate,Head and Neck,11,Palate_Soft,Soft_Palate,Soft palate,55021
